"","station_id","stationname","date","daytype","rides"
"1045054",41350,"Oak Park-Lake","01/14/2021","W",250
"1045055",41350,"Oak Park-Lake","01/15/2021","W",247
"1045056",41350,"Oak Park-Lake","01/16/2021","A",184
"1045057",41350,"Oak Park-Lake","01/17/2021","U",90
"1045058",41350,"Oak Park-Lake","01/18/2021","W",179
"1045059",41350,"Oak Park-Lake","01/19/2021","W",236
"1045060",41350,"Oak Park-Lake","01/20/2021","W",229
"1045061",41350,"Oak Park-Lake","01/21/2021","W",274
"1045062",41350,"Oak Park-Lake","01/22/2021","W",241
"1045063",41350,"Oak Park-Lake","01/23/2021","A",176
"1045064",41350,"Oak Park-Lake","01/24/2021","U",96
"1045065",41350,"Oak Park-Lake","01/25/2021","W",249
"1045066",41350,"Oak Park-Lake","01/26/2021","W",218
"1045067",41350,"Oak Park-Lake","01/27/2021","W",219
"1045068",41350,"Oak Park-Lake","01/28/2021","W",263
"1045069",41350,"Oak Park-Lake","01/29/2021","W",257
"1045070",41350,"Oak Park-Lake","01/30/2021","A",180
"1045071",41350,"Oak Park-Lake","01/31/2021","U",104
"1045072",41360,"California-Lake","01/01/2021","U",160
"1045073",41360,"California-Lake","01/02/2021","A",198
"1045074",41360,"California-Lake","01/03/2021","U",145
"1045075",41360,"California-Lake","01/04/2021","W",394
"1045076",41360,"California-Lake","01/05/2021","W",366
"1045077",41360,"California-Lake","01/06/2021","W",360
"1045078",41360,"California-Lake","01/07/2021","W",352
"1045079",41360,"California-Lake","01/08/2021","W",331
"1045080",41360,"California-Lake","01/09/2021","A",230
"1045081",41360,"California-Lake","01/10/2021","U",192
"1045082",41360,"California-Lake","01/11/2021","W",345
"1045083",41360,"California-Lake","01/12/2021","W",376
"1045084",41360,"California-Lake","01/13/2021","W",385
"1045085",41360,"California-Lake","01/14/2021","W",348
"1045086",41360,"California-Lake","01/15/2021","W",403
"1045087",41360,"California-Lake","01/16/2021","A",231
"1045088",41360,"California-Lake","01/17/2021","U",176
"1045089",41360,"California-Lake","01/18/2021","W",276
"1045090",41360,"California-Lake","01/19/2021","W",399
"1045091",41360,"California-Lake","01/20/2021","W",347
"1045092",41360,"California-Lake","01/21/2021","W",394
"1045093",41360,"California-Lake","01/22/2021","W",350
"1045094",41360,"California-Lake","01/23/2021","A",219
"1045095",41360,"California-Lake","01/24/2021","U",177
"1045096",41360,"California-Lake","01/25/2021","W",388
"1045097",41360,"California-Lake","01/26/2021","W",345
"1045098",41360,"California-Lake","01/27/2021","W",367
"1045099",41360,"California-Lake","01/28/2021","W",371
"1045100",41360,"California-Lake","01/29/2021","W",393
"1045101",41360,"California-Lake","01/30/2021","A",208
"1045102",41360,"California-Lake","01/31/2021","U",135
"1045103",41380,"Bryn Mawr","01/01/2021","U",473
"1045104",41380,"Bryn Mawr","01/02/2021","A",781
"1045105",41380,"Bryn Mawr","01/03/2021","U",547
"1045106",41380,"Bryn Mawr","01/04/2021","W",970
"1045107",41380,"Bryn Mawr","01/05/2021","W",1048
"1045108",41380,"Bryn Mawr","01/06/2021","W",1031
"1045109",41380,"Bryn Mawr","01/07/2021","W",974
"1045110",41380,"Bryn Mawr","01/08/2021","W",1036
"1045111",41380,"Bryn Mawr","01/09/2021","A",775
"1045112",41380,"Bryn Mawr","01/10/2021","U",560
"1045113",41380,"Bryn Mawr","01/11/2021","W",917
"1045114",41380,"Bryn Mawr","01/12/2021","W",1006
"1045115",41380,"Bryn Mawr","01/13/2021","W",1068
"1045116",41380,"Bryn Mawr","01/14/2021","W",949
"1045117",41380,"Bryn Mawr","01/15/2021","W",1014
"1045118",41380,"Bryn Mawr","01/16/2021","A",691
"1045119",41380,"Bryn Mawr","01/17/2021","U",536
"1045120",41380,"Bryn Mawr","01/18/2021","W",871
"1045121",41380,"Bryn Mawr","01/19/2021","W",1022
"1045122",41380,"Bryn Mawr","01/20/2021","W",978
"1045123",41380,"Bryn Mawr","01/21/2021","W",1069
"1045124",41380,"Bryn Mawr","01/22/2021","W",1022
"1045125",41380,"Bryn Mawr","01/23/2021","A",754
"1045126",41380,"Bryn Mawr","01/24/2021","U",593
"1045127",41380,"Bryn Mawr","01/25/2021","W",913
"1045128",41380,"Bryn Mawr","01/26/2021","W",947
"1045129",41380,"Bryn Mawr","01/27/2021","W",1028
"1045130",41380,"Bryn Mawr","01/28/2021","W",1088
"1045131",41380,"Bryn Mawr","01/29/2021","W",1090
"1045132",41380,"Bryn Mawr","01/30/2021","A",826
"1045133",41380,"Bryn Mawr","01/31/2021","U",603
"1045134",41400,"Roosevelt","01/01/2021","U",1357
"1045135",41400,"Roosevelt","01/02/2021","A",1962
"1045136",41400,"Roosevelt","01/03/2021","U",1494
"1045137",41400,"Roosevelt","01/04/2021","W",2486
"1045138",41400,"Roosevelt","01/05/2021","W",2412
"1045139",41400,"Roosevelt","01/06/2021","W",2524
"1045140",41400,"Roosevelt","01/07/2021","W",2484
"1045141",41400,"Roosevelt","01/08/2021","W",2537
"1045142",41400,"Roosevelt","01/09/2021","A",1946
"1045143",41400,"Roosevelt","01/10/2021","U",1408
"1045144",41400,"Roosevelt","01/11/2021","W",2448
"1045145",41400,"Roosevelt","01/12/2021","W",2448
"1045146",41400,"Roosevelt","01/13/2021","W",2636
"1045147",41400,"Roosevelt","01/14/2021","W",2649
"1045148",41400,"Roosevelt","01/15/2021","W",2637
"1045149",41400,"Roosevelt","01/16/2021","A",2003
"1045150",41400,"Roosevelt","01/17/2021","U",1448
"1045151",41400,"Roosevelt","01/18/2021","W",2174
"1045152",41400,"Roosevelt","01/19/2021","W",2486
"1045153",41400,"Roosevelt","01/20/2021","W",2461
"1045154",41400,"Roosevelt","01/21/2021","W",2720
"1045155",41400,"Roosevelt","01/22/2021","W",2651
"1045156",41400,"Roosevelt","01/23/2021","A",2193
"1045157",41400,"Roosevelt","01/24/2021","U",1591
"1045158",41400,"Roosevelt","01/25/2021","W",2641
"1045159",41400,"Roosevelt","01/26/2021","W",2317
"1045160",41400,"Roosevelt","01/27/2021","W",2583
"1045161",41400,"Roosevelt","01/28/2021","W",2734
"1045162",41400,"Roosevelt","01/29/2021","W",2842
"1045163",41400,"Roosevelt","01/30/2021","A",2292
"1045164",41400,"Roosevelt","01/31/2021","U",1553
"1045165",41410,"Chicago/Milwaukee","01/01/2021","U",233
"1045166",41410,"Chicago/Milwaukee","01/02/2021","A",375
"1045167",41410,"Chicago/Milwaukee","01/03/2021","U",293
"1045168",41410,"Chicago/Milwaukee","01/04/2021","W",583
"1045169",41410,"Chicago/Milwaukee","01/05/2021","W",587
"1045170",41410,"Chicago/Milwaukee","01/06/2021","W",570
"1045171",41410,"Chicago/Milwaukee","01/07/2021","W",562
"1045172",41410,"Chicago/Milwaukee","01/08/2021","W",632
"1045173",41410,"Chicago/Milwaukee","01/09/2021","A",340
"1045174",41410,"Chicago/Milwaukee","01/10/2021","U",287
"1045175",41410,"Chicago/Milwaukee","01/11/2021","W",567
"1045176",41410,"Chicago/Milwaukee","01/12/2021","W",572
"1045177",41410,"Chicago/Milwaukee","01/13/2021","W",577
"1045178",41410,"Chicago/Milwaukee","01/14/2021","W",567
"1045179",41410,"Chicago/Milwaukee","01/15/2021","W",600
"1045180",41410,"Chicago/Milwaukee","01/16/2021","A",379
"1045181",41410,"Chicago/Milwaukee","01/17/2021","U",283
"1045182",41410,"Chicago/Milwaukee","01/18/2021","W",419
"1045183",41410,"Chicago/Milwaukee","01/19/2021","W",576
"1045184",41410,"Chicago/Milwaukee","01/20/2021","W",567
"1045185",41410,"Chicago/Milwaukee","01/21/2021","W",603
"1045186",41410,"Chicago/Milwaukee","01/22/2021","W",651
"1045187",41410,"Chicago/Milwaukee","01/23/2021","A",419
"1045188",41410,"Chicago/Milwaukee","01/24/2021","U",309
"1045189",41410,"Chicago/Milwaukee","01/25/2021","W",616
"1045190",41410,"Chicago/Milwaukee","01/26/2021","W",601
"1045191",41410,"Chicago/Milwaukee","01/27/2021","W",583
"1045192",41410,"Chicago/Milwaukee","01/28/2021","W",601
"1045193",41410,"Chicago/Milwaukee","01/29/2021","W",683
"1045194",41410,"Chicago/Milwaukee","01/30/2021","A",386
"1045195",41410,"Chicago/Milwaukee","01/31/2021","U",335
"1045196",41420,"Addison-North Main","01/01/2021","U",543
"1045197",41420,"Addison-North Main","01/02/2021","A",762
"1045198",41420,"Addison-North Main","01/03/2021","U",562
"1045199",41420,"Addison-North Main","01/04/2021","W",816
"1045200",41420,"Addison-North Main","01/05/2021","W",867
"1045201",41420,"Addison-North Main","01/06/2021","W",893
"1045202",41420,"Addison-North Main","01/07/2021","W",875
"1045203",41420,"Addison-North Main","01/08/2021","W",902
"1045204",41420,"Addison-North Main","01/09/2021","A",2390
"1045205",41420,"Addison-North Main","01/10/2021","U",1052
"1045206",41420,"Addison-North Main","01/11/2021","W",908
"1045207",41420,"Addison-North Main","01/12/2021","W",952
"1045208",41420,"Addison-North Main","01/13/2021","W",947
"1045209",41420,"Addison-North Main","01/14/2021","W",914
"1045210",41420,"Addison-North Main","01/15/2021","W",1038
"1045211",41420,"Addison-North Main","01/16/2021","A",1033
"1045212",41420,"Addison-North Main","01/17/2021","U",757
"1045213",41420,"Addison-North Main","01/18/2021","W",887
"1045214",41420,"Addison-North Main","01/19/2021","W",985
"1045215",41420,"Addison-North Main","01/20/2021","W",947
"1045216",41420,"Addison-North Main","01/21/2021","W",1012
"1045217",41420,"Addison-North Main","01/22/2021","W",1037
"1045218",41420,"Addison-North Main","01/23/2021","A",891
"1045219",41420,"Addison-North Main","01/24/2021","U",622
"1045220",41420,"Addison-North Main","01/25/2021","W",880
"1045221",41420,"Addison-North Main","01/26/2021","W",955
"1045222",41420,"Addison-North Main","01/27/2021","W",1032
"1045223",41420,"Addison-North Main","01/28/2021","W",995
"1045224",41420,"Addison-North Main","01/29/2021","W",1117
"1045225",41420,"Addison-North Main","01/30/2021","A",973
"1045226",41420,"Addison-North Main","01/31/2021","U",689
"1045227",41430,"87th","01/01/2021","U",602
"1045228",41430,"87th","01/02/2021","A",917
"1045229",41430,"87th","01/03/2021","U",768
"1045230",41430,"87th","01/04/2021","W",1244
"1045231",41430,"87th","01/05/2021","W",1258
"1045232",41430,"87th","01/06/2021","W",1252
"1045233",41430,"87th","01/07/2021","W",1252
"1045234",41430,"87th","01/08/2021","W",1222
"1045235",41430,"87th","01/09/2021","A",920
"1045236",41430,"87th","01/10/2021","U",707
"1045237",41430,"87th","01/11/2021","W",1188
"1045238",41430,"87th","01/12/2021","W",1232
"1045239",41430,"87th","01/13/2021","W",1273
"1045240",41430,"87th","01/14/2021","W",1280
"1045241",41430,"87th","01/15/2021","W",1290
"1045242",41430,"87th","01/16/2021","A",908
"1045243",41430,"87th","01/17/2021","U",640
"1045244",41430,"87th","01/18/2021","W",978
"1045245",41430,"87th","01/19/2021","W",1144
"1045246",41430,"87th","01/20/2021","W",1084
"1045247",41430,"87th","01/21/2021","W",1212
"1045248",41430,"87th","01/22/2021","W",1085
"1045249",41430,"87th","01/23/2021","A",861
"1045250",41430,"87th","01/24/2021","U",676
"1045251",41430,"87th","01/25/2021","W",1192
"1045252",41430,"87th","01/26/2021","W",1030
"1045253",41430,"87th","01/27/2021","W",1125
"1045254",41430,"87th","01/28/2021","W",1180
"1045255",41430,"87th","01/29/2021","W",1216
"1045256",41430,"87th","01/30/2021","A",894
"1045257",41430,"87th","01/31/2021","U",577
"1045258",41440,"Addison-Brown","01/01/2021","U",92
"1045259",41440,"Addison-Brown","01/02/2021","A",161
"1045260",41440,"Addison-Brown","01/03/2021","U",154
"1045261",41440,"Addison-Brown","01/04/2021","W",315
"1045262",41440,"Addison-Brown","01/05/2021","W",294
"1045263",41440,"Addison-Brown","01/06/2021","W",320
"1045264",41440,"Addison-Brown","01/07/2021","W",293
"1045265",41440,"Addison-Brown","01/08/2021","W",316
"1045266",41440,"Addison-Brown","01/09/2021","A",214
"1045267",41440,"Addison-Brown","01/10/2021","U",152
"1045268",41440,"Addison-Brown","01/11/2021","W",285
"1045269",41440,"Addison-Brown","01/12/2021","W",300
"1045270",41440,"Addison-Brown","01/13/2021","W",308
"1045271",41440,"Addison-Brown","01/14/2021","W",302
"1045272",41440,"Addison-Brown","01/15/2021","W",327
"1045273",41440,"Addison-Brown","01/16/2021","A",249
"1045274",41440,"Addison-Brown","01/17/2021","U",151
"1045275",41440,"Addison-Brown","01/18/2021","W",282
"1045276",41440,"Addison-Brown","01/19/2021","W",291
"1045277",41440,"Addison-Brown","01/20/2021","W",342
"1045278",41440,"Addison-Brown","01/21/2021","W",356
"1045279",41440,"Addison-Brown","01/22/2021","W",333
"1045280",41440,"Addison-Brown","01/23/2021","A",222
"1045281",41440,"Addison-Brown","01/24/2021","U",141
"1045282",41440,"Addison-Brown","01/25/2021","W",355
"1045283",41440,"Addison-Brown","01/26/2021","W",307
"1045284",41440,"Addison-Brown","01/27/2021","W",356
"1045285",41440,"Addison-Brown","01/28/2021","W",339
"1045286",41440,"Addison-Brown","01/29/2021","W",384
"1045287",41440,"Addison-Brown","01/30/2021","A",223
"1045288",41440,"Addison-Brown","01/31/2021","U",157
"1045289",41450,"Chicago/State","01/01/2021","U",1323
"1045290",41450,"Chicago/State","01/02/2021","A",2002
"1045291",41450,"Chicago/State","01/03/2021","U",1545
"1045292",41450,"Chicago/State","01/04/2021","W",2174
"1045293",41450,"Chicago/State","01/05/2021","W",2477
"1045294",41450,"Chicago/State","01/06/2021","W",2498
"1045295",41450,"Chicago/State","01/07/2021","W",2429
"1045296",41450,"Chicago/State","01/08/2021","W",2584
"1045297",41450,"Chicago/State","01/09/2021","A",1962
"1045298",41450,"Chicago/State","01/10/2021","U",1409
"1045299",41450,"Chicago/State","01/11/2021","W",2401
"1045300",41450,"Chicago/State","01/12/2021","W",2531
"1045301",41450,"Chicago/State","01/13/2021","W",2564
"1045302",41450,"Chicago/State","01/14/2021","W",2575
"1045303",41450,"Chicago/State","01/15/2021","W",2706
"1045304",41450,"Chicago/State","01/16/2021","A",1994
"1045305",41450,"Chicago/State","01/17/2021","U",1576
"1045306",41450,"Chicago/State","01/18/2021","W",2398
"1045307",41450,"Chicago/State","01/19/2021","W",2597
"1045308",41450,"Chicago/State","01/20/2021","W",2548
"1045309",41450,"Chicago/State","01/21/2021","W",2680
"1045310",41450,"Chicago/State","01/22/2021","W",2681
"1045311",41450,"Chicago/State","01/23/2021","A",1431
"1045312",41450,"Chicago/State","01/24/2021","U",988
"1045313",41450,"Chicago/State","01/25/2021","W",2426
"1045314",41450,"Chicago/State","01/26/2021","W",2431
"1045315",41450,"Chicago/State","01/27/2021","W",2532
"1045316",41450,"Chicago/State","01/28/2021","W",2645
"1045317",41450,"Chicago/State","01/29/2021","W",2853
"1045318",41450,"Chicago/State","01/30/2021","A",2218
"1045319",41450,"Chicago/State","01/31/2021","U",1667
"1045320",41460,"Irving Park-Brown","01/01/2021","U",137
"1045321",41460,"Irving Park-Brown","01/02/2021","A",239
"1045322",41460,"Irving Park-Brown","01/03/2021","U",177
"1045323",41460,"Irving Park-Brown","01/04/2021","W",365
"1045324",41460,"Irving Park-Brown","01/05/2021","W",390
"1045325",41460,"Irving Park-Brown","01/06/2021","W",408
"1045326",41460,"Irving Park-Brown","01/07/2021","W",406
"1045327",41460,"Irving Park-Brown","01/08/2021","W",398
"1045328",41460,"Irving Park-Brown","01/09/2021","A",286
"1045329",41460,"Irving Park-Brown","01/10/2021","U",206
"1045330",41460,"Irving Park-Brown","01/11/2021","W",345
"1045331",41460,"Irving Park-Brown","01/12/2021","W",381
"1045332",41460,"Irving Park-Brown","01/13/2021","W",438
"1045333",41460,"Irving Park-Brown","01/14/2021","W",397
"1045334",41460,"Irving Park-Brown","01/15/2021","W",368
"1045335",41460,"Irving Park-Brown","01/16/2021","A",245
"1045336",41460,"Irving Park-Brown","01/17/2021","U",185
"1045337",41460,"Irving Park-Brown","01/18/2021","W",319
"1045338",41460,"Irving Park-Brown","01/19/2021","W",396
"1045339",41460,"Irving Park-Brown","01/20/2021","W",413
"1045340",41460,"Irving Park-Brown","01/21/2021","W",428
"1045341",41460,"Irving Park-Brown","01/22/2021","W",403
"1045342",41460,"Irving Park-Brown","01/23/2021","A",252
"1045343",41460,"Irving Park-Brown","01/24/2021","U",191
"1045344",41460,"Irving Park-Brown","01/25/2021","W",373
"1045345",41460,"Irving Park-Brown","01/26/2021","W",415
"1045346",41460,"Irving Park-Brown","01/27/2021","W",435
"1045347",41460,"Irving Park-Brown","01/28/2021","W",401
"1045348",41460,"Irving Park-Brown","01/29/2021","W",455
"1045349",41460,"Irving Park-Brown","01/30/2021","A",287
"1045350",41460,"Irving Park-Brown","01/31/2021","U",218
"1045351",41480,"Western-Brown","01/01/2021","U",303
"1045352",41480,"Western-Brown","01/02/2021","A",505
"1045353",41480,"Western-Brown","01/03/2021","U",425
"1045354",41480,"Western-Brown","01/04/2021","W",716
"1045355",41480,"Western-Brown","01/05/2021","W",771
"1045356",41480,"Western-Brown","01/06/2021","W",799
"1045357",41480,"Western-Brown","01/07/2021","W",805
"1045358",41480,"Western-Brown","01/08/2021","W",834
"1045359",41480,"Western-Brown","01/09/2021","A",594
"1045360",41480,"Western-Brown","01/10/2021","U",463
"1045361",41480,"Western-Brown","01/11/2021","W",756
"1045362",41480,"Western-Brown","01/12/2021","W",786
"1045363",41480,"Western-Brown","01/13/2021","W",826
"1045364",41480,"Western-Brown","01/14/2021","W",846
"1045365",41480,"Western-Brown","01/15/2021","W",851
"1045366",41480,"Western-Brown","01/16/2021","A",579
"1045367",41480,"Western-Brown","01/17/2021","U",466
"1045368",41480,"Western-Brown","01/18/2021","W",639
"1045369",41480,"Western-Brown","01/19/2021","W",780
"1045370",41480,"Western-Brown","01/20/2021","W",817
"1045371",41480,"Western-Brown","01/21/2021","W",836
"1045372",41480,"Western-Brown","01/22/2021","W",836
"1045373",41480,"Western-Brown","01/23/2021","A",597
"1045374",41480,"Western-Brown","01/24/2021","U",426
"1045375",41480,"Western-Brown","01/25/2021","W",819
"1045376",41480,"Western-Brown","01/26/2021","W",748
"1045377",41480,"Western-Brown","01/27/2021","W",807
"1045378",41480,"Western-Brown","01/28/2021","W",817
"1045379",41480,"Western-Brown","01/29/2021","W",941
"1045380",41480,"Western-Brown","01/30/2021","A",603
"1045381",41480,"Western-Brown","01/31/2021","U",443
"1045382",41490,"Harrison","01/01/2021","U",264
"1045383",41490,"Harrison","01/02/2021","A",314
"1045384",41490,"Harrison","01/03/2021","U",304
"1045385",41490,"Harrison","01/04/2021","W",421
"1045386",41490,"Harrison","01/05/2021","W",390
"1045387",41490,"Harrison","01/06/2021","W",454
"1045388",41490,"Harrison","01/07/2021","W",479
"1045389",41490,"Harrison","01/08/2021","W",477
"1045390",41490,"Harrison","01/09/2021","A",383
"1045391",41490,"Harrison","01/10/2021","U",281
"1045392",41490,"Harrison","01/11/2021","W",491
"1045393",41490,"Harrison","01/12/2021","W",489
"1045394",41490,"Harrison","01/13/2021","W",474
"1045395",41490,"Harrison","01/14/2021","W",508
"1045396",41490,"Harrison","01/15/2021","W",523
"1045397",41490,"Harrison","01/16/2021","A",411
"1045398",41490,"Harrison","01/17/2021","U",331
"1045399",41490,"Harrison","01/18/2021","W",446
"1045400",41490,"Harrison","01/19/2021","W",474
"1045401",41490,"Harrison","01/20/2021","W",485
"1045402",41490,"Harrison","01/21/2021","W",578
"1045403",41490,"Harrison","01/22/2021","W",554
"1045404",41490,"Harrison","01/23/2021","A",382
"1045405",41490,"Harrison","01/24/2021","U",247
"1045406",41490,"Harrison","01/25/2021","W",518
"1045407",41490,"Harrison","01/26/2021","W",529
"1045408",41490,"Harrison","01/27/2021","W",569
"1045409",41490,"Harrison","01/28/2021","W",560
"1045410",41490,"Harrison","01/29/2021","W",674
"1045411",41490,"Harrison","01/30/2021","A",530
"1045412",41490,"Harrison","01/31/2021","U",348
"1045413",41500,"Montrose-Brown","01/01/2021","U",121
"1045414",41500,"Montrose-Brown","01/02/2021","A",231
"1045415",41500,"Montrose-Brown","01/03/2021","U",178
"1045416",41500,"Montrose-Brown","01/04/2021","W",372
"1045417",41500,"Montrose-Brown","01/05/2021","W",424
"1045418",41500,"Montrose-Brown","01/06/2021","W",420
"1045419",41500,"Montrose-Brown","01/07/2021","W",401
"1045420",41500,"Montrose-Brown","01/08/2021","W",379
"1045421",41500,"Montrose-Brown","01/09/2021","A",273
"1045422",41500,"Montrose-Brown","01/10/2021","U",183
"1045423",41500,"Montrose-Brown","01/11/2021","W",378
"1045424",41500,"Montrose-Brown","01/12/2021","W",391
"1045425",41500,"Montrose-Brown","01/13/2021","W",373
"1045426",41500,"Montrose-Brown","01/14/2021","W",378
"1045427",41500,"Montrose-Brown","01/15/2021","W",420
"1045428",41500,"Montrose-Brown","01/16/2021","A",316
"1045429",41500,"Montrose-Brown","01/17/2021","U",206
"1045430",41500,"Montrose-Brown","01/18/2021","W",350
"1045431",41500,"Montrose-Brown","01/19/2021","W",428
"1045432",41500,"Montrose-Brown","01/20/2021","W",377
"1045433",41500,"Montrose-Brown","01/21/2021","W",434
"1045434",41500,"Montrose-Brown","01/22/2021","W",402
"1045435",41500,"Montrose-Brown","01/23/2021","A",309
"1045436",41500,"Montrose-Brown","01/24/2021","U",203
"1045437",41500,"Montrose-Brown","01/25/2021","W",439
"1045438",41500,"Montrose-Brown","01/26/2021","W",446
"1045439",41500,"Montrose-Brown","01/27/2021","W",435
"1045440",41500,"Montrose-Brown","01/28/2021","W",393
"1045441",41500,"Montrose-Brown","01/29/2021","W",420
"1045442",41500,"Montrose-Brown","01/30/2021","A",316
"1045443",41500,"Montrose-Brown","01/31/2021","U",206
"1045444",41510,"Morgan-Lake","01/01/2021","U",263
"1045445",41510,"Morgan-Lake","01/02/2021","A",435
"1045446",41510,"Morgan-Lake","01/03/2021","U",319
"1045447",41510,"Morgan-Lake","01/04/2021","W",516
"1045448",41510,"Morgan-Lake","01/05/2021","W",535
"1045449",41510,"Morgan-Lake","01/06/2021","W",553
"1045450",41510,"Morgan-Lake","01/07/2021","W",604
"1045451",41510,"Morgan-Lake","01/08/2021","W",547
"1045452",41510,"Morgan-Lake","01/09/2021","A",435
"1045453",41510,"Morgan-Lake","01/10/2021","U",316
"1045454",41510,"Morgan-Lake","01/11/2021","W",516
"1045455",41510,"Morgan-Lake","01/12/2021","W",577
"1045456",41510,"Morgan-Lake","01/13/2021","W",548
"1045457",41510,"Morgan-Lake","01/14/2021","W",614
"1045458",41510,"Morgan-Lake","01/15/2021","W",584
"1045459",41510,"Morgan-Lake","01/16/2021","A",462
"1045460",41510,"Morgan-Lake","01/17/2021","U",332
"1045461",41510,"Morgan-Lake","01/18/2021","W",496
"1045462",41510,"Morgan-Lake","01/19/2021","W",563
"1045463",41510,"Morgan-Lake","01/20/2021","W",557
"1045464",41510,"Morgan-Lake","01/21/2021","W",656
"1045465",41510,"Morgan-Lake","01/22/2021","W",586
"1045466",41510,"Morgan-Lake","01/23/2021","A",483
"1045467",41510,"Morgan-Lake","01/24/2021","U",393
"1045468",41510,"Morgan-Lake","01/25/2021","W",562
"1045469",41510,"Morgan-Lake","01/26/2021","W",517
"1045470",41510,"Morgan-Lake","01/27/2021","W",599
"1045471",41510,"Morgan-Lake","01/28/2021","W",653
"1045472",41510,"Morgan-Lake","01/29/2021","W",655
"1045473",41510,"Morgan-Lake","01/30/2021","A",595
"1045474",41510,"Morgan-Lake","01/31/2021","U",395
"1045475",41660,"Lake/State","01/01/2021","U",1479
"1045476",41660,"Lake/State","01/02/2021","A",2035
"1045477",41660,"Lake/State","01/03/2021","U",1657
"1045478",41660,"Lake/State","01/04/2021","W",2631
"1045479",41660,"Lake/State","01/05/2021","W",2834
"1045480",41660,"Lake/State","01/06/2021","W",2775
"1045481",41660,"Lake/State","01/07/2021","W",2756
"1045482",41660,"Lake/State","01/08/2021","W",2806
"1045483",41660,"Lake/State","01/09/2021","A",2090
"1045484",41660,"Lake/State","01/10/2021","U",1495
"1045485",41660,"Lake/State","01/11/2021","W",2770
"1045486",41660,"Lake/State","01/12/2021","W",2914
"1045487",41660,"Lake/State","01/13/2021","W",2958
"1045488",41660,"Lake/State","01/14/2021","W",2916
"1045489",41660,"Lake/State","01/15/2021","W",2974
"1045490",41660,"Lake/State","01/16/2021","A",2101
"1045491",41660,"Lake/State","01/17/2021","U",1515
"1045492",41660,"Lake/State","01/18/2021","W",2308
"1045493",41660,"Lake/State","01/19/2021","W",2852
"1045494",41660,"Lake/State","01/20/2021","W",2719
"1045495",41660,"Lake/State","01/21/2021","W",3046
"1045496",41660,"Lake/State","01/22/2021","W",2978
"1045497",41660,"Lake/State","01/23/2021","A",1851
"1045498",41660,"Lake/State","01/24/2021","U",1323
"1045499",41660,"Lake/State","01/25/2021","W",2938
